"#","FORM #","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","FIRST NAME","LAST NAME","EMAIL","APPROVED","VERIFIED"
"4542","1","Nursing mother smuggles hemp in food to detained suspect in Edo State","2021-10-25 13:13:00","Edo State","A nursing mother, Mariam Drissu, 35, has been arrested for allegedly trying to smuggle Indian hemp to a suspect detained in a National Drug Law Enforcement Agency (NDLEA) cell in Edo State.

NDLEA spokesman Femi Babafemi said in a statement yesterday that the woman attemped to smuggle the banned drug to the suspect in the food she brought to him.

Babafemi said the nursing mother was apprehended on Thursday, describing the alleged attempt as “a most audacious move”.

“Officers on duty had while searching the food brought by Mariam for her relation in custody discovered two cups of ‘Loud’ cannabis weighing 13g buried inside the food (akpu) meant for the suspect in custody,” Babafemi said.

Babafemi also said that in Kaduna, another suspected fake soldier, Abiodun Ademoya, was arrested in Zaria with 11.6kg of cannabis.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4541","1","Two masquerades arrested for stealing in Ondo State","2021-10-26 12:58:00","Ondo State","The two masquerades are : Sheriff Ojo and Muhammad Lukman have been apprehended

Spokesperson of the State Police Command, Funmi Odulami. Said the two suspects committed the offence at Melenge Community, at Ipele town in Owo council area of the state.

She added that the two suspects will be charged to court.

She said that ” the two suspects paraded themselves as Masquerades, inflicted injury with cutlasses on one Adinoyi Mohammed ‘m’, dispossessed him of the sum of ₦370,000.00, a handset valued ₦32,000.00 and a shirt valued ₦2,500.00.

“They also inflicted injury on the victims father, Saliu Ajayi.

“Two cutlasses, Charms and Masquerade clothes were recovered from them.

“The two suspects had been arrested and will soon be charged to “","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4540","1","Abductors Of Two Little Girls Kidnapped, Contacted Mother  in Ondo State","2021-10-24 12:30:00","Ondo State","Abductors of the two little girls kidnapped in Akure, Ondo State capital in their parent’s vehicle have contacted the parents of the girls but never demanded ransom for the release of the girls.

A family source who disclosed this said the abductors of the girls contacted the worried mother of the girls on Saturday evening, assuring her of the safety of the girls but did not discuss their freedom.

According to the source, the kids spoke with their mother through the phone but the conversation was less than a minute when the line went off.

He said the development doused the tension a little and said “the abductors have contacted the woman on the phone on Saturday evening and they allowed her to speak with the children in the captivity to hear their voice and see that they were in good condition.

“But as she was speaking with the children, they cut off the conversation and switched off the phone line and the number was not going again. But they have not demanded any ransom yet. Since then they have not called back till this time I’m speaking with you.”

Meanwhile, the Ondo State police command on Sunday said operatives from the Anti-Kidnapping unit are on the trail of the hoodlums who kidnapped the two kids at Leo area of Akure, the Ondo State capital, on Friday evening.

The state Police Public Relations Officer (PPRO) Mrs Funmilayo Odunlami, who did not disclose the identity of the woman, said the police were not relenting in the search of the victims.

Odunlami however, disclosed that the woman’s vehicle was snatched by the hoodlums to convey the two children had been found but the kids were still with the abductors.

She said, “The men of the Anti-kidnapping Unit are still at work over the matter and very soon the victims would be rescued. The vehicle which they used to take the kids away had been found and we are still on the trail of the abductors.”

Some gunmen suspected to be kidnappers on Friday evening attacked the mother of the two children, snatching her car at about 8.00 pm, in front of her house and drove away the Toyota Camry car with the two kids inside the car.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4539","1","Ijaw communities allege abandonment in Edo State","2021-10-25 12:07:00","Edo State","Ijaw communities in three Local Government areas in Edo State, on Monday, alleged abandonment by successive governments in the state.

A statement signed by the Secretary, Westery Zone of Ijaw Youth Council (IYC) Omaghomi Olu-Derimon, lamented that the Ijaw communities in Ikpoba-Okha, Ovia North-East and Ovia South-West Local Government areas of the state have been left to provide social amenities for themselves.

He said the communities are without good roads, portable water and healthcare facilities including dilapidated schools where their children are made to learned.

He lamented that some of the schools in the villages were built in the 1st and 2nd Republics and have since been abandoned by successive governments.

He appealed to Governor Godwin Obaseki to, as a matter of urgency, see to the correction of the situation in order for the people to have sense of belonging.

He said: “This age-long seeming abandonment and marginalisation have forced us to ask ourselves if we are really still part of the state.

“We have been facing this neglect ever since; it is not just Obaseki’s administration.

“The riverine areas of Edo is mostly occupied by the Ijaw and it is the most underdeveloped area of the state.

“Owing to the neglect of the area by past  administrations, the most of these communities lacks government presence in terms of primary health care, portable water, schools, water hyacinth control and good roads.

“With over 200 major and satellite communities, we have contributed to the socio-economic development of the state, yet there is nothing to show for it.

“Just recently, the government of Edo listed some roads for construction and rehabilitation, but none of our communities were captured.

“Our means of livelihood is threatened because of water hyacinth and nothing is being done about it, meanwhile a lot of development is taking place in the city,” he stated.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4538","1","Teachers protest at NBA conference venue in Port Harcourt over unpaid salaries","2021-10-26 11:48:00","Rivers State","Teachers of demonstration primary and secondary schools in Rivers State alongside the Rivers civil society organization on Monday, staged a protest at the venue of Nigeria Bar Association conference at the Yakubu Gowon Stadium in Port Harcourt.

The teachers are demanding the payment of their five years salaries.

The attendance of the Rivers State Governor Nyesom Wike at the event may have prompted the teachers to stage the protest at the NBA conference venue.

Some of the aggrieved teachers regretted that the state government has ignored their plights despite a series of protests over the issue.

They appealed to lawyers to prevail on the state government to obey the court of appeal judgement which was in their favour.

Also speaking on behalf of the protesters, chairman of the Rivers civil society organization Enefa Georgewill questioned the state government’s refusal to pay the salaries of the teachers for about five years.

According to him “the office of the Rivers State Governor is a creation of law and if a court of competent jurisdiction has given an order, for goodness sake everybody must obey.
“You said that they are collecting school fees therefore they should pay themselves but the question is; are they the vice Chancellor that is controlling the fund?

“We don’t have issues with the governor but we are saying that the governor should do well to obey the subsisting court order.

“That is not too much for the teachers to ask for.”

The chairman of the Ikwerre Local Government Area of the state, Samuel Nwanosike, who addressed the protesters, pleaded with them to leave the arena and advised that a meeting be held with the commissioner of police with the aim of resolving the issue.

He, however, denied that the state government was owing teachers, describing the claims by the teachers as a plot to tarnish the image of the state government in the presence of the lawyers.

He said “Governor Nyesom Wike is on record to have paid the salaries of even teachers he did not employ.”

The protesters later proceeded to the state police command headquarters where the commissioner of police, CP Friday Eboka, promised to invite stakeholders on a later date for another meeting.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4537","1","Family of 65-year-old woman attacked, seeks justice, in Delta State","2021-10-26 11:28:00","Delta State","Family of a 65-years-old woman, Mrs. Joy Biosah, who was allegedly shot by one, Mr. Agi Nwaicha, has called on Delta State Government and security agencies to ensure that justice is served in the matter.
  
The call, the family said, followed lack of progress on the matter since it was reported to the police.
 
The victim was allegedly attacked in Onicha Ugbo, Aniocha North Local Government Area of Delta State over farmland dispute. Following the incident, no fewer than nine bullets were removed from her body.
 
A family member, who spoke to The Guardian in confidence said, his family is still waiting for justice, 10 months after the incident. He appealed to Delta State Government and security agencies to ensure that justice is served in  the matter.","Early Warning signal,Violence Against Women and Girls - VAWG","9.08166","8.677358","","","","YES","YES"
"4536","1","Agip Station Shut Down in Delta State","2021-10-25 18:55:00","Delta State","Tuomo community, host to Nigeria Agip Oil Company, NAOC, in Burutu local government area of Delta state, has shut down its oil/gas facility over breach of agreement and failure to provide basic necessities for the community.

The community folk, including men, women, youths and the elderly, armed with placards, trooped out and besieged the facility in a protest, Monday, chanting battle songs and calling on the management of NAOC to do the needful.

Some inscriptions on the placards read: “we say no to Agip, enough is enough, Agip, provide our light, no light no work, Tuomo community will not allow Agip to work until we get our light, bye-bye to Agip among others.

Chairman of Tuomo community, Mr Tomke Binebai, who led the protest, said: “Tuomo people have taken their decision against Agip and we’ll remain here until our demands are met.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4535","1","Landlord Reportedly Kills Tenant's 3-Month-Old Baby During Fight In Bayelsa State","2021-10-23 15:35:00","Bayelsa State","The Bayelsa State Police Command has arrested a 35-year-old landlord, Oyeinmiebi Selekowei for the murder of his tenant’s 3-month-old baby during a brawl at Amassoma community in Southern Ijaw Local Government Area of the state. The Bayelsa State Government through its Gender Response Initiative Team (GRIT) has indicated its readiness to support the legal processes that will lead to the prosecution of the landlord.

According to reports, Selekowei had on September 13 allegedly killed the three-month-old baby of his tenant, Oscar Pere, because the latter tried to rescue a woman believed to be the landlord’s mother from assault at the hands of her son.

The suspect who got angry with the intervention of Pere, threatened to deal with him and kill his child.

Pere, in a complaint lodged with GRIT, stated that the suspect transferred aggression on him by holding his child upside down and hitting the back of the child’s head against the door until the baby died.

Findings showed that several relatives of the suspect had mounted pressure on the father of the deceased to settle the matter amicably.

Pere, a youth pastor with the Redeemed Christian of Church of God (RCCG), was quoted to have told GRIT officials that he did not want to be involved in any case against his child’s killer.

""I told you to let God fight because vengeance belongs to God. I will not want to offend my God by doing things outside his will,’ Pere reportedly said in his message.

However, officials of GRIT are preparing to press charges.

GRIT State Chairman Mrs Dise Sheila Ogbise, speaking on the issue on Wednesday, described the act of the suspect as barbaric and a criminal act against the state.

""The Prosperity Government of Governor Douye Diri has declared zero tolerance to all forms of violence especially gender-based violence and this case will not be an exception"" she said.

GRIT Head of the Legal Mrs Debra Pamosoo said the complaint lodged at the GRIT secretariat by the father of the late child is criminal in nature and if the alleged offender is found guilty by a competent court of law, the punishment will be a death sentence.

""See Section 319 Criminal Code Of Bayelsa State. It suffices to also say that the alleged offence by the landlord is a breach of the constitutional fundamental right to life of the three months old baby,’ Pamosoo said.

Further checks showed that the suspect is in the custody of the State Criminal Intelligence Department (SCID) of the State Command which is investigating a case of murder against him.

Spokesman of the State Police Command, Asinim Butswat, confirmed that the accused landlord is still in the custody of the SCID and the legal department is preparing to charge him to court.

Bayelsa Opu Egberi shared a photo and video of the baby and the incident on Facebook with the caption; ""This beautiful baby was killed by the parent's Landlord over a heated quarel in Amasoma.","Violence Against Women and Girls - VAWG","9.08166","8.677358","","","","YES","YES"
"4534","1","Why an Ex Niger-Delta Militant Leader Allegedly Killed Himself, Leaving Behind 36 Children in Warri, Delta State.","2021-10-24 09:33:00","Delta State","The entire community of Igbe-Ijoh in Warri South Local Government has been thrown into mourning following a report that a prominent son of the community has recently committed suicide. The victim is Friday Igbegbe, an ex-Niger Delta militant leader, who is also a titled chief in his community.

According to a report in Tribune, the ex-militant took his life through a yet to be ascertained means. He left behind 36 children and many wives. This report will highlight the reasons why the militant leader took his life.

He was battling depression for a long before his death time

According to report, Igbegbe has been battling with depression for years and several efforts have been made to help him all to no avail. Even the community people joined hands together to assist him because he was a respected leader in the town, but the more they try to help him, the more he fell deeper into the depression. It is not clear what triggered the depression, but it couldn’t have been related to the economy because he was a man of means.

Aside from depression, Igbegbe was said to be hooked on drugs. His addiction to drugs was so bad that he was taken to a rehabilitation home in Ogbomoso, but he terminated the programme prematurely. Instead of spending six months at the rehab centre, Igbegbe spent a few weeks and ran away. He came back home to his drug lifestyle and continued until he finally took his life.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4533","1","Farmer raises alarm over nephew’s safety in Ondo State","2021-10-23 15:43:00","Ondo State","A farmer in Ondo State, Chief Medahunsi Felix has raised the alarm over the safety of his nephew, Adewola Ezekiel, over his alleged involvement in the recent agitation for the Oduduwa Republic otherwise known as the Yoruba Nation.

Ezekiel, according to 76-year-old Felix, is currently being trailed by gunmen suspected to be security operatives.

Speaking with newsmen in Akure, Ondo State capital, Felix explained that Ezekiel was allegedly being trailed for the role he played when the Yoruba Nation rally was held in June this year at Irele Local Government Area of Ondo State.

“They were some hours into the demonstration, carrying placards of various inscriptions calling for the secession of the Southwest region from Nigeria when some armed men in a black Sport Utility Vehicle swooped on us,” he said.

He noted that some of the protesters were shot and wounded by the gunmen while Ezekiel and others cheated death by the whiskers.

“Ezekiel was one the coordinators that organised the demonstrations and since then he had become the target of these unknown men who vowed to stop at nothing, in their search for him.”

Shortly after the rally, Felix said he was informed by neighbours, friends, and associates that nephew’s house at Ode Irele was ransacked by unidentified gunmen who carted away documents, destroyed valuables, worth millions of naira, and also promised to come back for Ezekiel.

“He (Ezekiel) has since, been moving from one place to another, as reports continue to reach us that some strange people recently visited his house. I don’t want him assassinated or humiliated like their leader, Sunday Igboho, whose fate is still hanging in the balance. ‘’","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4532","1","Pipeline explosion kills 20, injure many in Rivers State","2021-10-23 15:21:00","Rivers State","Menu
Search
Home
Nigeria
World
Politics
Sport
Opinion
Business
Technology
Guardian Life
Guardian Arts
Features
Guardian Woman
Guardian Angels
Property
Saturday Magazine
Sunday Magazine
#EndSARS
Guardian TV
Guardian TV
Guardian Life
Facebook
Instagram
Twitter
Telegram

National  
Pipeline explosion kills 20, injure many in Rivers
By Ann Godwin and Obinna Nwaoku, Port Harcourt
23 October 2021   |   4:21 am

Two Die At Police Roadblock

Again, pipeline explosion from illegal refining of petroleum products in Rumuekpe community in Emohua local council of Rivers State has reportedly killed 20 persons.

This is even as two persons have died while several others sustained serious injuries in a ghastly motor accident that occurred in the early hours of yesterday at the Rumuji axis of East-West road in Emohua local council of the state.

Last month, some persons were also reportedly killed following activities of illegal bunkering in Rivers State.

It was learnt that the latest incident occurred last Thursday when youths of the community were siphoning petroleum products from several pipelines located on the stretch of the adjourning villages.

A resident of the community, Mike Ndele, said the area was prone to oil bunkering activities, disclosing that the pipeline exploded when the bunkerers attempted to cut off one of the pipeline heads. He said that about 20 persons died in the incident.

He said: “I can confirm to you that more than 20 persons died in that very incident. The particular place where this incident occurred is very notorious for bunkering activities. Youths from various communities gathered there to carry out criminal activities of cutting oil pipes. The place is the centre of oil bunkering activities. There are so many petrol and gas pipelines that crisscross the community. Some multinational oil companies own the pipelines.

“NLNG also has their gas pipeline along the stretch of the community. Those involved in this criminal activity may have ruptured a petrol pipeline, which ignited fire and burnt to death so many persons. This incident may have affected many families from the neighbouring communities as many youths involved in this nefarious activity comes from different communities.”

Another resident of Rumuekpe, who simply gave his name as Amadi, said that he saw five corpses burnt beyond recognition.
When contacted, the Rivers State Police Command Public Relations Officer (PPRO), SP Nnamdi Omoni, confirmed the incident.

He, however, said he was yet to ascertain the number of deaths, adding that a detachment from the State Police Command had been deployed to the area to ensure there was no breakdown of law and order.

An eyewitness at the scene of the accident on East-West road, Kachy Robinson, told The Guardian that two commercial buses coming from opposite sides had a head-on collision, which resulted in the loss of two lives while several others sustained different degrees of injuries.

“There is an accident along this East-West road at Rumuji after the police stations. So far, two people have been confirmed dead and many others persons wounded,” he said.

Robinson claimed that accidents had been a recurring at that axis of the road. He blamed the ‘permanent’ roadblock mounted by the police in the area for the unfortunate development, noting that since men of Rumuji Police Division blocked one side of the road as a measure to curb crime in the state, commuters have been forced to use only one lane.

The state PPRO could not confirm the incident as he had not replied to calls and text messages sent to him at the time of filing this report.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4531","1","Police burst Kidnapping/gun running Syndicate, parade child trafficker in Calabar,Crossriver State","2021-10-22 15:11:00","Crossriver State","The Cross River State Police Command has neutralized a kidnap syndicate, gun-running gang while parading a mother of three for selling her three-month-old baby.

Briefing journalists on the achievement of the Command, the Commissioner of Police, CP Aminu Alhassan said his men were ready to smoke pit criminals from the state as no stone would be left unturned in policing the state.

He disclosed that a tactical team of Anti Kidnapping & Cultism Squad, AKCS led SP Awodi has been ahead of the criminals following various successes recorded by the squad.

According to him four notorious kidnapping / Armed Robbery suspects were bursted by AKCS based on a distress call while they were robbing residents of Intergro at 8 miles, Calabar

“Upon receiving the call, the Dragon Squad led by SP Awodi swung into action, by swiftly moving to the scene, The hoodlums on sighting them opened fire There was a gun duel which left the suspect injured, four were arrested including 19-year-old Samuel Ejeje.

“They confessed to being members if Skylo Confraternity and they have been terrorizing resident of 8 miles, Ikot Effanga, Ikot Ishie and it’s environs, We are on their trails as efforts are on towards the recovery of (3) AK 47 rifles they claim they have,” Aminu said.

Speaking further he said one Kingsley Mbaku was apprehended based on intelligence that transport locally made AK 47 and moves them to Cameroon.

“We recovered a locally fabricated AK 47 with 200 rounds of 7.62mm live ammunition, we also arrested a mother who sold her three months old baby for 150,000 naira amongst others,” he said.

He explained that 30 suspects were arrested within the period under review while a Camry, a bus,3 motorcycles,18 phones, wraps of Indian hemp were recovered.

CP Aminu appealed to CrossRiverians and Nigerians at large that lawlessness or self-help cannot proffer solution in any enlightened society but seeking legal redress in settling was more profitable.

“It is on this premise that I advise CrossRiverians to be calm, focused, and go about their legitimate business, as the police Command will never relent in tackling and providing robust security architecture for the citizenry at all times as required by law,” he stated.

Funding by Vanguard further revealed that a car snatching syndicate also paraded have been terrorizing residents of Calabar metropolis for long, were also apprehended.

Vanguard gathered that they specialize in carjacking especially from church premises, they dismantle the engine within 30 minutes as they steal the cars.

On her part, Esther Okon a 23-year-old mother of three told Vanguard that she had to sell her 3months old baby for 150,000 in a bid to pay her house rent and foot other bills.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4530","1","Officer Killed As Gunmen Raid Police Station in Imo State","2021-10-22 14:58:00","Imo State","A female police officer was said to have been killed when gunmen suspected to be members of the Indigenous Peoples of Biafra (IPOB) attacked the Umuelemai police station in Isiala Mbano Local Government Area of Imo State.

The hoodlums attacked the police station Thursday.

Though the police did not confirm the death of the officer personnel, spokesman of the command, CSP Mike Abattam, confirmed the incident.

Abattam said in a statement, “On 21/10/2021 at about 6.44 pm, armed bandits suspected to be IPOB/ ESN terror group came to Isiala Mbano Police Station in about five vehicles and three motorcycles threw petrol bombs on the roof of the already damaged building in the Endsars imbroglio and started shooting indiscriminately.

“The gallant police operatives attached to the station returned fire, engaging them in a gun duel. They were able to repel the bandits and in the process they zoomed off in their vehicles and motorcycles.

“Due to the gallantry of the police operatives no arm was lost. The fire was extinguished not after causing some damages on the building.

“One of the police operative who sustained gun shot injury was rushed to a nearby hospital for treatment.

“Meanwhile, the command’s tactical teams have been dispatched to the area in pursuit of the bandits and to beef up security in the area.”

The station has been target of attacks in recent times.

One police officer was killed when gunmen also attached the station in March this year.","Early Warning signal,Violence Against Women and Girls - VAWG","9.08166","8.677358","","","","YES","YES"
"4529","1","Community leader, headmaster house burnt in Imo State","2021-10-22 14:30:00","Imo State","Angry youths have set ablaze houses in Etekwuru community in Ohaji/Egbema Local Government Area of Imo State, Thursday night.

Vanguard in Owerri gathered the names of the affected persons were given as a community leader, Chief Kenneth Okereke and a headmaster, Mr Magnus Mmanwoke. 

A source told Vanguard the incident could be traced to the last clash between the military and a group of youths in the Izombe community. 

When Vanguard reached out to the Imo State Police Public Relations Officer, PPRO, Micheal Abattam, he did not only confirm the incident but said the “Command has commenced investigation into the incident to unearth the issues surrounding the ugly development and no arrest has been made.""

Vanguard recalls that this happened two-week after the military and youths clashed in the Izombe community.

According to an eyewitness, “They are the same group that has been causing problems in this community.

“They are still disturbing the peace of this community. Even as I am talking to you our people are in fear that they may come back for another attack.

“We are not safe. We don’t sleep in the night anymore and some of us have abandoned our homes and relocated to the neighbouring communities. So, my brother, there is serious fear in the land now.” 

Since then some parts of the communities in the Ohaji/Egbema local government area have been in fear of attack by unknown persons.

Just as those affected in the attacks have relocated to safer areas.","Intra-Communial Conflict","9.08166","8.677358","","","","YES","YES"
"4528","1","Monarch’s palace razed in Imo State","2021-10-22 13:49:00","Imo State","Yet-to-be identified hoodlums have set ablaze the palace of the traditional ruler of the Etekwuru community in the Ohaji/Egbema Local Government Area of Imo State.

His highlander jeep and properties were not spared as the attackers supervised the razing.

The incident which happened Thursday night came just 24 hours after youths and soldiers clashed in the community.

The clash led to the killing of a soldier and in a reprisal attack, the enraged military men burnt some houses in the agrarian community.

On Thursday night, the attackers stormed the king’s palace with explosives and when they could not find the monarch or any member of his family, they set his house and properties which included his official vehicle on fire.

The traditional ruler told our correspondent that he was taking refuge at the Divisional Police Headquarters located at Mmahu.

He said that he and his wife who were in the house when the hoodlums struck, escaped death by whiskers.

The monarch who said that he was rescued by police operatives, decried that he left his palace half-naked.

Calling on the public to come to his rescue, the monarch said that he had lost a lot to the attack.

In a text message sent to our correspondent, the monarch said, “At 10.30 pm of Thursday 21/10/21 hoodlums came into my compound, broke my window glasses, pour fuel into my rooms, and set my house on fire.

“They were shooting sporadically and I couldn’t find a way of escape with my wife and child. I started making calls to the police for help but the help could not come until the building burnt beyond control. My 4runner Jeep burnt to ashes.

“The police came around 11.45 pm but could not get the arsonists. I learnt it was those boys responsible for the killing of the soldier whose houses were set on fire by the Army on reprisal that are responsible for the arson.

“I left my house with only boxers as all properties in my house burnt. As the police arrived, I came out from my hidden point and discovered that the next building to my house is also on fire.

“I am calling for help from any good-spirited person to enable me to survive the shock, as I am now in the police station.”","Intra-Communial Conflict","9.08166","8.677358","","","","YES","YES"
"4527","1","EFCC busts nine suspected 'Yahoo Yahoo' boys in Warri,Delta State","2021-10-22 13:36:00","Delta State","Operatives of the Economic and Financial Crimes Commission, EFCC, Benin Zonal Command have arrested nine suspected internet fraudsters in Warri, Delta State.

According to a statement by Wilson Uwujaren, EFCC’s spokesperson, the suspects were arrested in the early hours of Friday at their hideout sequel to actionable intelligence.

The suspects are: Musa Shaka, Musa Dauda, Oghenekuwe Moses, Oghenekuwe Hezekiah, Akpan Bobby, Ilaya Godstime, Olemene Azubuike, Edevo Success and Atarhe Ochuko.

Mobile phones and a Lexus ES 350 are exhibits recovered from the suspects.

Uwujaren said that the suspects have made useful statements and would be arraigned in court as soon as the investigations are completed.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4526","1","Police arrest three suspected cultists in Delta State","2021-10-21 11:46:00","Delta State","The Oghara Division of the Delta State Police Command has arrested a 22-year-old suspected cultist, Davidson Umukoro, along Ajagbodudu road in Oghara.

The Commissioner of Police, Ari Muhammed Ali, confirmed the arrest in a statement signed by Police Public Relations Officer, DSP Bright Edafe.

He said, “The suspect who wore red berrett and red wristwatch confessed to being a member of Vikings confraternity.”

In the same vein, the police also arrested two other suspected cultists, Awe Clever (38yrs)and Iwaire Success (22yrs).

They were arrested under the palm trees close to Patos Hotels in Oghara while others escaped into the bush.

DSP Edafe said, “the suspects were wearing their secret cult attire of red caps and customized t-shirt.

“Efforts are on to arrest the fleeing members of the group.”","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4525","1","School shut, principal hospitalised, property vandalised as cultists kill student in Delta State","2021-10-22 11:30:00","Delta State","The Delta State Government has announced the immediate closure of Ogume Grammar School, Ogume, in the Ndokwa West Local Government Area following an attack by hoodlums suspected to be cultists.

PUNCH Metro gathered that a group of hoodlums invaded the school on Wednesday with different objects with which they killed a female student.

Our correspondent learnt that the attackers also assaulted the school principal and destroyed property estimated at millions of naira.

Witnesses said the school’s ICT centre, the principal’s office, her car and the administrative office, among others, were razed by the cult members.

The principal was reportedly rushed to the General Hospital, Kwale, for treatment after the incident.

The state Commissioner for Secondary Education, Mrs Rose Ezewu, on Thursday, announced the closure of the school.

She stated that the development was in the best interest of the community and the state in general, adding that the closure would guarantee the safety of teachers and students.

Ezewu lamented that the whole structure and learning materials in the school were destroyed.

She urged the community to fish out the perpetrators for punishment in order to serve as a deterrent to others.","Violence Against Women and Girls - VAWG","9.08166","8.677358","","","","YES","YES"
"4524","1","ENDSARS ANNIVERSARY: Undeterred youths protest in Lagos State","2021-10-20 16:02:00","Lagos State","UNDETERRED by warnings of various state commands of the Nigeria Police against street protests, Nigerians, across the nation, on Wednesday, staged rallies, protests, processions and converged on various locations across the country in commemoration of the first year anniversary of what has been branded the October 20, 2020 massacre at Lekki tollgate, Lagos, which occurred during the #EndSARS protests that rocked the nation last year.
 
Braving the odds and huge security presence at the Lekki tollgate, protesters began to trickle in at about 8.00 a.m. with the police initially arresting two persons that included a journalist, Bisola Alawode. 

However, the organisers of the #EndSARS memorial, including popular Nigerian rapper, Folarin Falana (Falz) and comedian, Mr Macaroni, made good their words on staging an #EndSARS memorial car procession when, at about 8.30 a.m, about 150 vehicles and motorcycles blaring horn unabatedly swooped on Lekki tollgate. 

For hours, the convoy ran circles around the tollgate with drivers and occupants of the vehicles holding Nigerian flags while chanting #EndSARS, #EndSWAT, #EndPolicebrutality among various other messages to the Nigerian authorities.
 
Among their messages were calls on the Nigerian government to release those arrested in the wake of last year’s #EndSARS protests, an end to police brutality which they noted had persisted, an end to bad governance with lamentation about the high cost of living and call for equity and justice in the Nigerian system. 

From several rounds of motorcade procession around the tollgate, the protest moved to vehicles staying at a point with protesters coming out to voice the messages on the occasion of the first year anniversary of the #EndSARS protests. 

Pushing, dragging, arresting of persons ensued afterwards as security operatives battled to prevent the protesters from forming a crowd at the tollgate. 

With the protesters staying resolute and the atmosphere becoming tense, security operatives resorted to shooting teargas canisters, as people ran in different directions. 

Throughout the day, there was huge presence of armed police officers stationed especially at areas that served as protest grounds for last year’s #EndSARS protests. 

As a result of the security presence, residents and shop owners went about their normal businesses without disruptions. 

Some of the business owners who were victims of the looting that characterised the protests told Nigerian Tribune that while they still bore a psychological trauma, they had erected strong barricade to secure their stores. 

Police describe 10 arrested protesters as miscreants:

No fewer than 10 people were arrested as the armed policemen described them as ‘miscreants,’ saying that apart from defaulting on the agreed modalities between the organisers and the police for the conduct of the exercise, some of them were arrested with weapons. 

The police also said the arrested journalist, Bisola Alawode, could not provide any form of identification at the venue but was later released on the order of the Commissioner of Police, Hakeem Odumosu. 

Odumosu said, “We agreed that they should keep moving. Any vehicle that is abandoned, we will take them from here to protective custody. 

“We arrested some people now with machetes. These are miscreants. Today is a working day. I called Tope who is one of the leaders, and he said by 10.00 a.m., they had left. I spoke with their leader who represented them at the panel, and he said they had left. 

“Those cannot be protesters but hoodlums and that is why they were chased away so that peaceful citizens can go about with their lawful businesses.”","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4523","1","Bandits Intercept GUO Luxurious Bus, Kidnap 90 Passengers In Edo State","2021-10-21 15:22:00","Edo State","A fully loaded luxurious (Volvo marcopolo) bus with an inscription “GUO OKEKE MOTORS” was early on Wednesday intercepted by armed bandits with about 90 passengers kidnapped.

A source who witnessed the incident told Pointblanknews.com that, “the bus which was travelling from Owerri in Imo state and heading to Abuja with about 90- passengers including another 35 additional passengers on attachment on board unfortunately ran into the waiting hands of dare-devils armed bandits just after the Ena- river before Okhuessan community along Ewatto to Ubiaza express road at about 1:20am this morning and 123-passengers including driver on board have been kidnapped into the forest while the remaining 2- escaped through the windows of the commercial bus into the bush before one of them was later rescued by a hunter at Okhuessan forest and brought to the popular Angle-90 junction in Ubiaza at about 5am this morning for possible assistance.”

According to the source, “at the moment, there is no clue as to the whereabouts of the kidnapped victims and there is also no rescue team whatsoever from any quarters though my personal interaction with the passenger who was fortunate to have escaped and rescued revealed the armed bandits were all armed with Ak-47 assault multipurpose rifles and a sharp matchet each and they are suspected to be fulanis by tribe.”","Early Warning signal","9.08166","8.677358","","","","YES","YES"
"4522","1","Suspected Cultist Attempt Burglary,Stabs 1","2021-10-17 15:41:00","Rivers State","An attempted burglary in Duburo Community,Khana Local Government Area, by suspected cultists by name Mr Bobby Gabriel,who is in his mid 20's.

Mr Gabrial waas saaid to have stabbed to death Mr Kopapa Neete who is in his 40's,because of an argument that transpired between them.","Early Warning signal","9.08166","8.677358","","","","YES","YES"
